Modelo,Almacenamiento,PrecioB2B,PrecioB2C,Tipo,Pantalla,Año,Procesador,descripcion,tipo,pantalla,procesador,año,almacenamiento,preciob2b,preciob2c
iPad Pro de 11 pulgadas (3.ª generación) Cellular,512GB,330,,iPad,11 pulgadas,,,iPad Pro de 11 pulgadas (3.ª generación) Cellular,iPad,11 Pulgadas,Nan,0,512 GB,330.0,
iPad Pro de 11 pulgadas (2.ª generación) Wi-Fi,128GB,215,,iPad,11 pulgadas,,,iPad Pro de 11 pulgadas (2.ª generación) Wi-Fi,iPad,11 Pulgadas,Nan,0,128 GB,215.0,
iPad Pro de 11 pulgadas (2.ª generación) Wi-Fi,1TB,280,,iPad,11 pulgadas,,,iPad Pro de 11 pulgadas (2.ª generación) Wi-Fi,iPad,11 Pulgadas,Nan,0,1 TB,280.0,
iPad Pro de 11 pulgadas (2.ª generación) Wi-Fi,256GB,240,,iPad,11 pulgadas,,,iPad Pro de 11 pulgadas (2.ª generación) Wi-Fi,iPad,11 Pulgadas,Nan,0,256 GB,240.0,
iPad Pro de 11 pulgadas (2.ª generación) Wi-Fi,512GB,260,,iPad,11 pulgadas,,,iPad Pro de 11 pulgadas (2.ª generación) Wi-Fi,iPad,11 Pulgadas,Nan,0,512 GB,260.0,
iPad Pro de 11 pulgadas (2.ª generación) Cellular,128GB,230,,iPad,11 pulgadas,,,iPad Pro de 11 pulgadas (2.ª generación) Cellular,iPad,11 Pulgadas,Nan,0,128 GB,230.0,
iPad Pro de 11 pulgadas (2.ª generación) Cellular,1TB,295,,iPad,11 pulgadas,,,iPad Pro de 11 pulgadas (2.ª generación) Cellular,iPad,11 Pulgadas,Nan,0,1 TB,295.0,
iPad Pro de 11 pulgadas (2.ª generación) Cellular,256GB,245,,iPad,11 pulgadas,,,iPad Pro de 11 pulgadas (2.ª generación) Cellular,iPad,11 Pulgadas,Nan,0,256 GB,245.0,
iPad Pro de 11 pulgadas (2.ª generación) Cellular,512GB,270,,iPad,11 pulgadas,,,iPad Pro de 11 pulgadas (2.ª generación) Cellular,iPad,11 Pulgadas,Nan,0,512 GB,270.0,
iPad Pro de 11 pulgadas (4.ª generación) Wi-Fi,1TB,460,,iPad,11 pulgadas,,,iPad Pro de 11 pulgadas (4.ª generación) Wi-Fi,iPad,11 Pulgadas,Nan,0,1 TB,460.0,
iPad Pro 11-inch (M4)  Wi-Fi,2TB,480,,iPad,,,M4,iPad Pro 11-inch (M4)  Wi-Fi,iPad,Nan,M4,0,2 TB,480.0,
iPad Pro 11-inch (M4)  Wi-Fi,256GB,395,,iPad,,,M4,iPad Pro 11-inch (M4)  Wi-Fi,iPad,Nan,M4,0,256 GB,395.0,
iPad Pro 11-inch (M4)  Wi-Fi,512GB,425,,iPad,,,M4,iPad Pro 11-inch (M4)  Wi-Fi,iPad,Nan,M4,0,512 GB,425.0,
iPad Pro 11-inch (M4) Cellular,1TB,480,,iPad,,,M4,iPad Pro 11-inch (M4) Cellular,iPad,Nan,M4,0,1 TB,480.0,
iPad Pro 11-inch (M4) Cellular,2TB,500,,iPad,,,M4,iPad Pro 11-inch (M4) Cellular,iPad,Nan,M4,0,2 TB,500.0,
iPad Pro 11-inch (M4) Cellular,256GB,410,,iPad,,,M4,iPad Pro 11-inch (M4) Cellular,iPad,Nan,M4,0,256 GB,410.0,
iPad Pro 11-inch (M4) Cellular,512GB,430,,iPad,,,M4,iPad Pro 11-inch (M4) Cellular,iPad,Nan,M4,0,512 GB,430.0,
"iPad Pro (10,5 pulgadas) Wi-Fi",64GB,55,,iPad,,,,"iPad Pro (10,5 pulgadas) Wi-Fi",iPad,Nan,Nan,0,64 GB,55.0,
"iPad Pro (10,5 pulgadas) Wi-Fi",256GB,60,,iPad,,,,"iPad Pro (10,5 pulgadas) Wi-Fi",iPad,Nan,Nan,0,256 GB,60.0,
"iPad Pro (10,5 pulgadas) Wi-Fi",512GB,80,,iPad,,,,"iPad Pro (10,5 pulgadas) Wi-Fi",iPad,Nan,Nan,0,512 GB,80.0,
"iPad Pro (10,5 pulgadas) Cellular",64GB,60,,iPad,,,,"iPad Pro (10,5 pulgadas) Cellular",iPad,Nan,Nan,0,64 GB,60.0,
"iPad Pro (10,5 pulgadas) Cellular",256GB,70,,iPad,,,,"iPad Pro (10,5 pulgadas) Cellular",iPad,Nan,Nan,0,256 GB,70.0,
"iPad Pro (10,5 pulgadas) Cellular",512GB,90,,iPad,,,,"iPad Pro (10,5 pulgadas) Cellular",iPad,Nan,Nan,0,512 GB,90.0,
iPad mini (6.ª generación) Wi-Fi,256GB,185,,iPad,,,,iPad mini (6.ª generación) Wi-Fi,iPad,Nan,Nan,0,256 GB,185.0,
iPad mini (6.ª generación) Wi-Fi,64GB,160,,iPad,,,,iPad mini (6.ª generación) Wi-Fi,iPad,Nan,Nan,0,64 GB,160.0,
iPad mini (6.ª generación) Cellular,256GB,200,,iPad,,,,iPad mini (6.ª generación) Cellular,iPad,Nan,Nan,0,256 GB,200.0,
iPad mini (6.ª generación) Cellular,64GB,175,,iPad,,,,iPad mini (6.ª generación) Cellular,iPad,Nan,Nan,0,64 GB,175.0,
iPad mini (5.ª generación) Wi-Fi,256GB,100,,iPad,,,,iPad mini (5.ª generación) Wi-Fi,iPad,Nan,Nan,0,256 GB,100.0,
iPad mini (5.ª generación) Wi-Fi,64GB,85,,iPad,,,,iPad mini (5.ª generación) Wi-Fi,iPad,Nan,Nan,0,64 GB,85.0,
iPad mini (5.ª generación) Cellular,256GB,110,,iPad,,,,iPad mini (5.ª generación) Cellular,iPad,Nan,Nan,0,256 GB,110.0,
iPad mini (5.ª generación) Cellular,64GB,95,,iPad,,,,iPad mini (5.ª generación) Cellular,iPad,Nan,Nan,0,64 GB,95.0,
iPad Air (5.ª generación) Wi-Fi,256GB,270,,iPad,,,,iPad Air (5.ª generación) Wi-Fi,iPad,Nan,Nan,0,256 GB,270.0,
iPad Air (5.ª generación) Wi-Fi,64GB,235,,iPad,,,,iPad Air (5.ª generación) Wi-Fi,iPad,Nan,Nan,0,64 GB,235.0,
iPad Air (5.ª generación) Cellular,256GB,280,,iPad,,,,iPad Air (5.ª generación) Cellular,iPad,Nan,Nan,0,256 GB,280.0,
iPad Air (5.ª generación) Cellular,64GB,255,,iPad,,,,iPad Air (5.ª generación) Cellular,iPad,Nan,Nan,0,64 GB,255.0,
iPad Air (4.ª generación) Wi-Fi,256GB,170,,iPad,,,,iPad Air (4.ª generación) Wi-Fi,iPad,Nan,Nan,0,256 GB,170.0,
iPad Air (4.ª generación) Wi-Fi,64GB,140,,iPad,,,,iPad Air (4.ª generación) Wi-Fi,iPad,Nan,Nan,0,64 GB,140.0,
iPad Air (4.ª generación) Cellular,256GB,180,,iPad,,,,iPad Air (4.ª generación) Cellular,iPad,Nan,Nan,0,256 GB,180.0,
iPad Air (4.ª generación) Cellular,64GB,160,,iPad,,,,iPad Air (4.ª generación) Cellular,iPad,Nan,Nan,0,64 GB,160.0,
iPad Air (3.ª generación) Wi-Fi,256GB,100,,iPad,,,,iPad Air (3.ª generación) Wi-Fi,iPad,Nan,Nan,0,256 GB,100.0,
iPad Air (3.ª generación) Wi-Fi,64GB,65,,iPad,,,,iPad Air (3.ª generación) Wi-Fi,iPad,Nan,Nan,0,64 GB,65.0,
iPad Air (3.ª generación) Cellular,256GB,110,,iPad,,,,iPad Air (3.ª generación) Cellular,iPad,Nan,Nan,0,256 GB,110.0,
iPad Air (3.ª generación) Cellular,64GB,80,,iPad,,,,iPad Air (3.ª generación) Cellular,iPad,Nan,Nan,0,64 GB,80.0,
iPad Air 13 pulgadas (6.ª generación) Wi-Fi,1TB,475,,iPad,13 pulgadas,,,iPad Air 13 pulgadas (6.ª generación) Wi-Fi,iPad,13 Pulgadas,Nan,0,1 TB,475.0,
iPad Air 13 pulgadas (6.ª generación) Wi-Fi,128GB,390,,iPad,13 pulgadas,,,iPad Air 13 pulgadas (6.ª generación) Wi-Fi,iPad,13 Pulgadas,Nan,0,128 GB,390.0,
iPad Air 13 pulgadas (6.ª generación) Wi-Fi,256GB,425,,iPad,13 pulgadas,,,iPad Air 13 pulgadas (6.ª generación) Wi-Fi,iPad,13 Pulgadas,Nan,0,256 GB,425.0,
iPad Air 13 pulgadas (6.ª generación) Wi-Fi,512GB,460,,iPad,13 pulgadas,,,iPad Air 13 pulgadas (6.ª generación) Wi-Fi,iPad,13 Pulgadas,Nan,0,512 GB,460.0,
iPad Air 13 pulgadas (6.ª generación) Cellular,1TB,500,,iPad,13 pulgadas,,,iPad Air 13 pulgadas (6.ª generación) Cellular,iPad,13 Pulgadas,Nan,0,1 TB,500.0,
iPad Air 13 pulgadas (6.ª generación) Cellular,128GB,425,,iPad,13 pulgadas,,,iPad Air 13 pulgadas (6.ª generación) Cellular,iPad,13 Pulgadas,Nan,0,128 GB,425.0,
iPad Air 13 pulgadas (6.ª generación) Cellular,256GB,460,,iPad,13 pulgadas,,,iPad Air 13 pulgadas (6.ª generación) Cellular,iPad,13 Pulgadas,Nan,0,256 GB,460.0,
iPad Air 13 pulgadas (6.ª generación) Cellular,512GB,470,,iPad,13 pulgadas,,,iPad Air 13 pulgadas (6.ª generación) Cellular,iPad,13 Pulgadas,Nan,0,512 GB,470.0,
iPad Air 11 pulgadas (6.ª generación) Wifi,1TB,360,,iPad,11 pulgadas,,,iPad Air 11 pulgadas (6.ª generación) Wifi,iPad,11 Pulgadas,Nan,0,1 TB,360.0,
iPad Air 11 pulgadas (6.ª generación) Wifi,128GB,280,,iPad,11 pulgadas,,,iPad Air 11 pulgadas (6.ª generación) Wifi,iPad,11 Pulgadas,Nan,0,128 GB,280.0,
iPad Air 11 pulgadas (6.ª generación) Wifi,256GB,320,,iPad,11 pulgadas,,,iPad Air 11 pulgadas (6.ª generación) Wifi,iPad,11 Pulgadas,Nan,0,256 GB,320.0,
iPad Air 11 pulgadas (6.ª generación) Wifi,512GB,350,,iPad,11 pulgadas,,,iPad Air 11 pulgadas (6.ª generación) Wifi,iPad,11 Pulgadas,Nan,0,512 GB,350.0,
iPad Air 11 pulgadas (6.ª generación) Cellular,1TB,385,,iPad,11 pulgadas,,,iPad Air 11 pulgadas (6.ª generación) Cellular,iPad,11 Pulgadas,Nan,0,1 TB,385.0,
iPad Air 11 pulgadas (6.ª generación) Cellular,128GB,320,,iPad,11 pulgadas,,,iPad Air 11 pulgadas (6.ª generación) Cellular,iPad,11 Pulgadas,Nan,0,128 GB,320.0,
iPad Air 11 pulgadas (6.ª generación) Cellular,256GB,350,,iPad,11 pulgadas,,,iPad Air 11 pulgadas (6.ª generación) Cellular,iPad,11 Pulgadas,Nan,0,256 GB,350.0,
iPad Air 11 pulgadas (6.ª generación) Cellular,512GB,360,,iPad,11 pulgadas,,,iPad Air 11 pulgadas (6.ª generación) Cellular,iPad,11 Pulgadas,Nan,0,512 GB,360.0,
iPad (9.ª generación) Wi-Fi,256GB,130,,iPad,,,,iPad (9.ª generación) Wi-Fi,iPad,Nan,Nan,0,256 GB,130.0,
iPad (9.ª generación) Wi-Fi,64GB,110,,iPad,,,,iPad (9.ª generación) Wi-Fi,iPad,Nan,Nan,0,64 GB,110.0,
iPad (9.ª generación) Cellular,256GB,145,,iPad,,,,iPad (9.ª generación) Cellular,iPad,Nan,Nan,0,256 GB,145.0,
iPad (9.ª generación) Cellular,64GB,120,,iPad,,,,iPad (9.ª generación) Cellular,iPad,Nan,Nan,0,64 GB,120.0,
iPad (8.ª generación) Wi-Fi,128GB,85,,iPad,,,,iPad (8.ª generación) Wi-Fi,iPad,Nan,Nan,0,128 GB,85.0,
iPad (8.ª generación) Wi-Fi,32GB,75,,iPad,,,,iPad (8.ª generación) Wi-Fi,iPad,Nan,Nan,0,32 GB,75.0,
iPad (8.ª generación) Cellular,128GB,105,,iPad,,,,iPad (8.ª generación) Cellular,iPad,Nan,Nan,0,128 GB,105.0,
iPad (8.ª generación) Cellular,32GB,85,,iPad,,,,iPad (8.ª generación) Cellular,iPad,Nan,Nan,0,32 GB,85.0,
iPad (7.ª generación) Wi-Fi,128GB,70,,iPad,,,,iPad (7.ª generación) Wi-Fi,iPad,Nan,Nan,0,128 GB,70.0,
iPad (7.ª generación) Wi-Fi,32GB,50,,iPad,,,,iPad (7.ª generación) Wi-Fi,iPad,Nan,Nan,0,32 GB,50.0,
iPad (7.ª generación) Cellular,128GB,80,,iPad,,,,iPad (7.ª generación) Cellular,iPad,Nan,Nan,0,128 GB,80.0,
iPad (7.ª generación) Cellular,32GB,60,,iPad,,,,iPad (7.ª generación) Cellular,iPad,Nan,Nan,0,32 GB,60.0,
iPad (6.ª generación) Wi-Fi,128GB,35,,iPad,,,,iPad (6.ª generación) Wi-Fi,iPad,Nan,Nan,0,128 GB,35.0,
iPad (6.ª generación) Wi-Fi,32GB,25,,iPad,,,,iPad (6.ª generación) Wi-Fi,iPad,Nan,Nan,0,32 GB,25.0,
iPad (6.ª generación) Cellular,128GB,40,,iPad,,,,iPad (6.ª generación) Cellular,iPad,Nan,Nan,0,128 GB,40.0,
iPad (6.ª generación) Cellular,32GB,30,,iPad,,,,iPad (6.ª generación) Cellular,iPad,Nan,Nan,0,32 GB,30.0,
iPad (10.ª generación) Wi-Fi,256GB,190,,iPad,,,,iPad (10.ª generación) Wi-Fi,iPad,Nan,Nan,0,256 GB,190.0,
iPad (10.ª generación) Wi-Fi,64GB,140,,iPad,,,,iPad (10.ª generación) Wi-Fi,iPad,Nan,Nan,0,64 GB,140.0,
iPad (10.ª generación) Cellular,256GB,200,,iPad,,,,iPad (10.ª generación) Cellular,iPad,Nan,Nan,0,256 GB,200.0,
iPad (10.ª generación) Cellular,64GB,150,,iPad,,,,iPad (10.ª generación) Cellular,iPad,Nan,Nan,0,64 GB,150.0,
"MacBook Pro (16 pulgadas, 2023) A2991 M3 Max 16 Core Cpu 40 Core GPU",8TB,1520,,Mac,16 pulgadas,2023.0,M3 Max,"MacBook Pro (16 pulgadas, 2023) A2991 M3 Max 16 Core Cpu 40 Core GPU",Mac,16 Pulgadas,M3 Max,2023,8 TB,1520.0,
"MacBook Pro (14 pulgadas, 2023) A2992 M3 Max 16 Core Cpu 40 Core GPU",8TB,1500,,Mac,14 pulgadas,2023.0,M3 Max,"MacBook Pro (14 pulgadas, 2023) A2992 M3 Max 16 Core Cpu 40 Core GPU",Mac,14 Pulgadas,M3 Max,2023,8 TB,1500.0,
"MacBook Pro (16 pulgadas, 2023) A2991 M3 Max 16 Core Cpu 40 Core GPU",4TB,1425,,Mac,16 pulgadas,2023.0,M3 Max,"MacBook Pro (16 pulgadas, 2023) A2991 M3 Max 16 Core Cpu 40 Core GPU",Mac,16 Pulgadas,M3 Max,2023,4 TB,1425.0,
"MacBook Pro (14 pulgadas, 2023) A2992 M3 Max 14 Core Cpu 30 Core GPU",8TB,1390,,Mac,14 pulgadas,2023.0,M3 Max,"MacBook Pro (14 pulgadas, 2023) A2992 M3 Max 14 Core Cpu 30 Core GPU",Mac,14 Pulgadas,M3 Max,2023,8 TB,1390.0,
"MacBook Pro (16 pulgadas, 2023) A2991 M3 Max 14 Core Cpu 30 Core GPU",8TB,1390,,Mac,16 pulgadas,2023.0,M3 Max,"MacBook Pro (16 pulgadas, 2023) A2991 M3 Max 14 Core Cpu 30 Core GPU",Mac,16 Pulgadas,M3 Max,2023,8 TB,1390.0,
"MacBook Pro (16 pulgadas, 2023) A2991 M3 Max 16 Core Cpu 40 Core GPU",2TB,1365,,Mac,16 pulgadas,2023.0,M3 Max,"MacBook Pro (16 pulgadas, 2023) A2991 M3 Max 16 Core Cpu 40 Core GPU",Mac,16 Pulgadas,M3 Max,2023,2 TB,1365.0,
"MacBook Pro (14 pulgadas, 2023) A2992 M3 Max 16 Core Cpu 40 Core GPU",4TB,1320,,Mac,14 pulgadas,2023.0,M3 Max,"MacBook Pro (14 pulgadas, 2023) A2992 M3 Max 16 Core Cpu 40 Core GPU",Mac,14 Pulgadas,M3 Max,2023,4 TB,1320.0,
"MacBook Pro (16 pulgadas, 2023) A2991 M3 Max 16 Core Cpu 40 Core GPU",1TB,1310,,Mac,16 pulgadas,2023.0,M3 Max,"MacBook Pro (16 pulgadas, 2023) A2991 M3 Max 16 Core Cpu 40 Core GPU",Mac,16 Pulgadas,M3 Max,2023,1 TB,1310.0,
"MacBook Pro (16 pulgadas, 2023) A2991 M3 Max 14 Core Cpu 30 Core GPU",4TB,1300,,Mac,16 pulgadas,2023.0,M3 Max,"MacBook Pro (16 pulgadas, 2023) A2991 M3 Max 14 Core Cpu 30 Core GPU",Mac,16 Pulgadas,M3 Max,2023,4 TB,1300.0,
"MacBook Pro (16 pulgadas, 2023) A2991 M3 Max 14 Core Cpu 30 Core GPU",2TB,1250,,Mac,16 pulgadas,2023.0,M3 Max,"MacBook Pro (16 pulgadas, 2023) A2991 M3 Max 14 Core Cpu 30 Core GPU",Mac,16 Pulgadas,M3 Max,2023,2 TB,1250.0,
"MacBook Pro (16 pulgadas, 2023) A2991 M3 Max 14 Core Cpu 30 Core GPU",1TB,1175,,Mac,16 pulgadas,2023.0,M3 Max,"MacBook Pro (16 pulgadas, 2023) A2991 M3 Max 14 Core Cpu 30 Core GPU",Mac,16 Pulgadas,M3 Max,2023,1 TB,1175.0,
"MacBook Pro (14 pulgadas, 2023) A2992 M3 Max 14 Core Cpu 30 Core GPU",4TB,1145,,Mac,14 pulgadas,2023.0,M3 Max,"MacBook Pro (14 pulgadas, 2023) A2992 M3 Max 14 Core Cpu 30 Core GPU",Mac,14 Pulgadas,M3 Max,2023,4 TB,1145.0,
"MacBook Pro (14 pulgadas, 2023) A2992 M3 Max 16 Core Cpu 40 Core GPU",2TB,1125,,Mac,14 pulgadas,2023.0,M3 Max,"MacBook Pro (14 pulgadas, 2023) A2992 M3 Max 16 Core Cpu 40 Core GPU",Mac,14 Pulgadas,M3 Max,2023,2 TB,1125.0,
"MacBook Pro (14 pulgadas, 2023) A2992 M3 Max 16 Core Cpu 40 Core GPU",1TB,1060,,Mac,14 pulgadas,2023.0,M3 Max,"MacBook Pro (14 pulgadas, 2023) A2992 M3 Max 16 Core Cpu 40 Core GPU",Mac,14 Pulgadas,M3 Max,2023,1 TB,1060.0,
"MacBook Pro (14 pulgadas, 2023) A2992 M3 Max 14 Core Cpu 30 Core GPU",2TB,990,,Mac,14 pulgadas,2023.0,M3 Max,"MacBook Pro (14 pulgadas, 2023) A2992 M3 Max 14 Core Cpu 30 Core GPU",Mac,14 Pulgadas,M3 Max,2023,2 TB,990.0,
"MacBook Pro (16 pulgadas, 2023) A2991 M3 Max 14 Core Cpu 30 Core GPU",512GB,920,,Mac,16 pulgadas,2023.0,M3 Max,"MacBook Pro (16 pulgadas, 2023) A2991 M3 Max 14 Core Cpu 30 Core GPU",Mac,16 Pulgadas,M3 Max,2023,512 GB,920.0,
"MacBook Pro (16 pulgadas, 2023) A2991 M3 Pro 12 Core Cpu 18 Core GPU",4TB,920,,Mac,16 pulgadas,2023.0,M3 Pro,"MacBook Pro (16 pulgadas, 2023) A2991 M3 Pro 12 Core Cpu 18 Core GPU",Mac,16 Pulgadas,M3 Pro,2023,4 TB,920.0,
"MacBook Pro (16 pulgadas, 2023) A2991 M3 Max 16 Core Cpu 40 Core GPU",512GB,920,,Mac,16 pulgadas,2023.0,M3 Max,"MacBook Pro (16 pulgadas, 2023) A2991 M3 Max 16 Core Cpu 40 Core GPU",Mac,16 Pulgadas,M3 Max,2023,512 GB,920.0,
"MacBook Pro (16 pulgadas, 2023) A2991 M3 Pro 12 Core Cpu 18 Core GPU",2TB,850,,Mac,16 pulgadas,2023.0,M3 Pro,"MacBook Pro (16 pulgadas, 2023) A2991 M3 Pro 12 Core Cpu 18 Core GPU",Mac,16 Pulgadas,M3 Pro,2023,2 TB,850.0,
"MacBook Pro (14 pulgadas, 2023) A2992 M3 Max 16 Core Cpu 40 Core GPU",512GB,830,,Mac,14 pulgadas,2023.0,M3 Max,"MacBook Pro (14 pulgadas, 2023) A2992 M3 Max 16 Core Cpu 40 Core GPU",Mac,14 Pulgadas,M3 Max,2023,512 GB,830.0,
"MacBook Pro (14 pulgadas, 2023) A2992 M3 Pro 12 Core Cpu 18 Core GPU",4TB,810,,Mac,14 pulgadas,2023.0,M3 Pro,"MacBook Pro (14 pulgadas, 2023) A2992 M3 Pro 12 Core Cpu 18 Core GPU",Mac,14 Pulgadas,M3 Pro,2023,4 TB,810.0,
"MacBook Pro (14 pulgadas, 2023) A2992 M3 Max 14 Core Cpu 30 Core GPU",1TB,785,,Mac,14 pulgadas,2023.0,M3 Max,"MacBook Pro (14 pulgadas, 2023) A2992 M3 Max 14 Core Cpu 30 Core GPU",Mac,14 Pulgadas,M3 Max,2023,1 TB,785.0,
"MacBook Pro (16 pulgadas, 2023) A2991 M3 Pro 12 Core Cpu 18 Core GPU",1TB,785,,Mac,16 pulgadas,2023.0,M3 Pro,"MacBook Pro (16 pulgadas, 2023) A2991 M3 Pro 12 Core Cpu 18 Core GPU",Mac,16 Pulgadas,M3 Pro,2023,1 TB,785.0,
"MacBook Pro (14 pulgadas, 2023) A2992 M3 Pro 11 Core Cpu 14 Core GPU",4TB,780,,Mac,14 pulgadas,2023.0,M3 Pro,"MacBook Pro (14 pulgadas, 2023) A2992 M3 Pro 11 Core Cpu 14 Core GPU",Mac,14 Pulgadas,M3 Pro,2023,4 TB,780.0,
"MacBook Pro (14 pulgadas, 2023) A2992 M3 Max 14 Core Cpu 30 Core GPU",512GB,770,,Mac,14 pulgadas,2023.0,M3 Max,"MacBook Pro (14 pulgadas, 2023) A2992 M3 Max 14 Core Cpu 30 Core GPU",Mac,14 Pulgadas,M3 Max,2023,512 GB,770.0,
"MacBook Pro (14 pulgadas, 2023) A2992 M3 Pro 12 Core Cpu 18 Core GPU",2TB,760,,Mac,14 pulgadas,2023.0,M3 Pro,"MacBook Pro (14 pulgadas, 2023) A2992 M3 Pro 12 Core Cpu 18 Core GPU",Mac,14 Pulgadas,M3 Pro,2023,2 TB,760.0,
"MacBook Pro (14 pulgadas, 2023) A2992 M3 Pro 11 Core Cpu 14 Core GPU",2TB,720,,Mac,14 pulgadas,2023.0,M3 Pro,"MacBook Pro (14 pulgadas, 2023) A2992 M3 Pro 11 Core Cpu 14 Core GPU",Mac,14 Pulgadas,M3 Pro,2023,2 TB,720.0,
"MacBook Pro (14 pulgadas, 2023) A2992 M3 Pro 12 Core Cpu 18 Core GPU",1TB,720,,Mac,14 pulgadas,2023.0,M3 Pro,"MacBook Pro (14 pulgadas, 2023) A2992 M3 Pro 12 Core Cpu 18 Core GPU",Mac,14 Pulgadas,M3 Pro,2023,1 TB,720.0,
"MacBook Pro (14 pulgadas, 2023) A2918 M3 8 Core Cpu 10 Core GPU",2TB,690,,Mac,14 pulgadas,2023.0,M3,"MacBook Pro (14 pulgadas, 2023) A2918 M3 8 Core Cpu 10 Core GPU",Mac,14 Pulgadas,M3,2023,2 TB,690.0,
"MacBook Pro (14 pulgadas, 2023) A2992 M3 Pro 11 Core Cpu 14 Core GPU",1TB,650,,Mac,14 pulgadas,2023.0,M3 Pro,"MacBook Pro (14 pulgadas, 2023) A2992 M3 Pro 11 Core Cpu 14 Core GPU",Mac,14 Pulgadas,M3 Pro,2023,1 TB,650.0,
"MacBook Pro (14 pulgadas, 2023) A2992 M3 Pro 12 Core Cpu 18 Core GPU",512GB,650,,Mac,14 pulgadas,2023.0,M3 Pro,"MacBook Pro (14 pulgadas, 2023) A2992 M3 Pro 12 Core Cpu 18 Core GPU",Mac,14 Pulgadas,M3 Pro,2023,512 GB,650.0,
"MacBook Pro (16 pulgadas, 2023) A2992 M3 Pro 12 Core Cpu 18 Core GPU",512GB,650,,Mac,16 pulgadas,2023.0,M3 Pro,"MacBook Pro (16 pulgadas, 2023) A2992 M3 Pro 12 Core Cpu 18 Core GPU",Mac,16 Pulgadas,M3 Pro,2023,512 GB,650.0,
"MacBook Pro (14 pulgadas, 2023) A2918 M3 8 Core Cpu 10 Core GPU",1TB,565,,Mac,14 pulgadas,2023.0,M3,"MacBook Pro (14 pulgadas, 2023) A2918 M3 8 Core Cpu 10 Core GPU",Mac,14 Pulgadas,M3,2023,1 TB,565.0,
"MacBook Pro (14 pulgadas, 2023) A2992 M3 Pro 11 Core Cpu 14 Core GPU",512GB,510,,Mac,14 pulgadas,2023.0,M3 Pro,"MacBook Pro (14 pulgadas, 2023) A2992 M3 Pro 11 Core Cpu 14 Core GPU",Mac,14 Pulgadas,M3 Pro,2023,512 GB,510.0,
"MacBook Pro (14 pulgadas, 2023) A2918 M3 8 Core Cpu 10 Core GPU",512GB,415,,Mac,14 pulgadas,2023.0,M3,"MacBook Pro (14 pulgadas, 2023) A2918 M3 8 Core Cpu 10 Core GPU",Mac,14 Pulgadas,M3,2023,512 GB,415.0,
"MacBook Pro (16 pulgadas, 2023) A2780 M2 Max 12 Core CPU 38 Core GPU",8TB,1195,,Mac,16 pulgadas,2023.0,M2 Max,"MacBook Pro (16 pulgadas, 2023) A2780 M2 Max 12 Core CPU 38 Core GPU",Mac,16 Pulgadas,M2 Max,2023,8 TB,1195.0,
"MacBook Pro (16 pulgadas, 2023) A2780 M2 Max 12 Core CPU 38 Core GPU",4TB,1130,,Mac,16 pulgadas,2023.0,M2 Max,"MacBook Pro (16 pulgadas, 2023) A2780 M2 Max 12 Core CPU 38 Core GPU",Mac,16 Pulgadas,M2 Max,2023,4 TB,1130.0,
"MacBook Pro (16 pulgadas, 2023) A2780 M2 Max 12 Core CPU 30 Core GPU",8TB,1065,,Mac,16 pulgadas,2023.0,M2 Max,"MacBook Pro (16 pulgadas, 2023) A2780 M2 Max 12 Core CPU 30 Core GPU",Mac,16 Pulgadas,M2 Max,2023,8 TB,1065.0,
"MacBook Pro (16 pulgadas, 2023) A2780 M2 Max 12 Core CPU 38 Core GPU",2TB,1065,,Mac,16 pulgadas,2023.0,M2 Max,"MacBook Pro (16 pulgadas, 2023) A2780 M2 Max 12 Core CPU 38 Core GPU",Mac,16 Pulgadas,M2 Max,2023,2 TB,1065.0,
"MacBook Pro (16 pulgadas, 2023) A2780 M2 Max 12 Core CPU 30 Core GPU",4TB,1020,,Mac,16 pulgadas,2023.0,M2 Max,"MacBook Pro (16 pulgadas, 2023) A2780 M2 Max 12 Core CPU 30 Core GPU",Mac,16 Pulgadas,M2 Max,2023,4 TB,1020.0,
"MacBook Pro (16 pulgadas, 2023) A2780 M2 Max 12 Core CPU 38 Core GPU",1TB,1015,,Mac,16 pulgadas,2023.0,M2 Max,"MacBook Pro (16 pulgadas, 2023) A2780 M2 Max 12 Core CPU 38 Core GPU",Mac,16 Pulgadas,M2 Max,2023,1 TB,1015.0,
"MacBook Pro (16 pulgadas, 2023) A2780 M2 Max 12 Core CPU 30 Core GPU",2TB,975,,Mac,16 pulgadas,2023.0,M2 Max,"MacBook Pro (16 pulgadas, 2023) A2780 M2 Max 12 Core CPU 30 Core GPU",Mac,16 Pulgadas,M2 Max,2023,2 TB,975.0,
"MacBook Pro (16 pulgadas, 2023) A2780 M2 Pro 12 Core CPU 19 Core GPU",8TB,940,,Mac,16 pulgadas,2023.0,M2 Pro,"MacBook Pro (16 pulgadas, 2023) A2780 M2 Pro 12 Core CPU 19 Core GPU",Mac,16 Pulgadas,M2 Pro,2023,8 TB,940.0,
"MacBook Pro (16 pulgadas, 2023) A2780 M2 Max 12 Core CPU 30 Core GPU",1TB,920,,Mac,16 pulgadas,2023.0,M2 Max,"MacBook Pro (16 pulgadas, 2023) A2780 M2 Max 12 Core CPU 30 Core GPU",Mac,16 Pulgadas,M2 Max,2023,1 TB,920.0,
